user_id,day_number,hour_of_day,is_evening_session,baseline_unlocks_per_hour,baseline_session_duration_s,baseline_notif_gap_s,unlock_count_per_hour,micro_session_duration_s,notif_to_unlock_gap_s,behavior_drift_score,time_phase_risk,voice_activity_detected,people_nearby_count,vad_confidence_score,bt_signal_strength,P_drift,presence_score,nudge_sent,user_response,is_phubbing
1,6,14,0,3.6,52,21.1,10.7,5,1.4,1.1888,0.635,1,5,0.702,1.0,0.8,20.0,1,accept,1
1,6,14,0,3.6,52,21.1,5.5,69,25.6,0.0796,0.291,0,0,0.023,0.002,0.0,100.0,0,none,0
1,6,15,0,3.6,52,21.1,2.3,87,30.4,-0.3786,0.185,0,0,0.085,0.01,0.0,100.0,0,none,0
1,6,17,0,3.6,52,21.1,1.0,35,6.7,0.0387,0.326,0,0,0.171,0.042,0.0,100.0,0,none,0
1,6,21,1,3.6,52,21.1,9.0,12,2.0,0.7432,0.934,1,3,0.743,1.0,0.8,20.0,1,accept,1
1,7,9,0,3.6,52,21.1,2.7,77,7.4,-0.0408,0.251,0,0,0.114,0.1,0.0,100.0,0,none,0
1,7,9,0,3.6,52,21.1,6.3,11,5.1,0.7581,0.541,1,4,0.832,1.0,0.8,20.0,1,dismiss,1
1,7,10,0,3.6,52,21.1,9.7,20,1.7,1.0579,0.629,1,2,0.691,1.0,0.8,20.0,1,dismiss,1
1,7,16,0,3.6,52,21.1,1.0,30,18.4,-0.0505,0.231,0,0,0.064,0.093,0.2,80.0,0,none,0
1,7,17,0,3.6,52,21.1,5.1,23,22.0,0.1984,0.221,0,0,0.097,0.034,0.2,80.0,0,none,0
1,7,18,0,3.6,52,21.1,1.9,27,23.4,-0.0511,0.249,0,0,0.095,0.132,0.2,80.0,0,none,0
1,7,18,0,3.6,52,21.1,5.8,29,13.8,0.4911,0.286,0,0,0.198,0.187,0.4,60.0,0,none,0
1,7,19,1,3.6,52,21.1,8.9,17,6.9,0.6594,0.743,1,3,0.869,1.0,0.8,20.0,1,dismiss,1
1,8,11,0,3.6,52,21.1,2.7,43,36.4,-0.2195,0.301,0,0,0.059,0.106,0.0,100.0,0,none,0
1,8,14,0,3.6,52,21.1,2.3,43,7.8,0.0728,0.236,1,2,0.78,1.0,0.0,100.0,0,none,0
1,8,15,0,3.6,52,21.1,8.3,7,1.9,0.867,0.462,1,3,0.669,1.0,0.8,20.0,1,accept,1
1,8,15,0,3.6,52,21.1,5.8,34,34.0,0.0957,0.256,1,3,0.913,1.0,0.0,100.0,0,none,0
1,8,17,0,3.6,52,21.1,2.4,50,28.8,-0.252,0.225,1,2,0.616,1.0,0.0,100.0,0,none,0
1,8,19,1,3.6,52,21.1,11.0,17,6.6,1.0361,0.742,0,0,0.003,0.029,0.8,20.0,0,none,1
1,8,20,1,3.6,52,21.1,9.5,8,3.4,1.2941,0.878,0,0,0.21,0.094,0.8,20.0,0,none,1
1,8,21,1,3.6,52,21.1,10.0,5,6.4,1.2838,1.0,1,3,0.556,1.0,0.8,20.0,1,accept,1
1,9,8,0,3.6,52,21.1,14.6,21,3.8,1.3513,0.521,1,3,0.871,1.0,1.0,0.0,1,accept,1
1,9,10,0,3.6,52,21.1,4.7,58,39.0,-0.1222,0.276,0,0,0.052,0.155,0.0,100.0,0,none,0
1,9,12,0,3.6,52,21.1,3.1,33,8.8,0.1638,0.226,0,0,0.02,0.139,0.2,80.0,0,none,0
1,9,13,0,3.6,52,21.1,3.2,90,16.6,-0.1535,0.239,0,0,0.005,0.114,0.0,100.0,0,none,1
1,9,15,0,3.6,52,21.1,4.3,30,14.0,0.2056,0.231,0,5,0.5,1.0,0.2,80.0,0,none,0
1,9,17,0,3.6,52,21.1,4.1,23,17.0,0.34,0.259,0,0,0.24,0.192,0.4,60.0,0,none,0
1,9,18,0,3.6,52,21.1,1.0,82,26.3,-0.3254,0.295,0,0,0.069,0.126,0.0,100.0,0,none,0
1,9,20,1,3.6,52,21.1,15.5,8,5.7,1.2222,0.951,1,2,0.928,1.0,1.0,0.0,1,accept,1
1,10,8,0,3.6,52,21.1,5.8,62,20.7,0.2138,0.313,0,0,0.253,0.048,0.0,100.0,0,none,0
1,10,10,0,3.6,52,21.1,4.9,94,25.2,-0.2219,0.204,0,0,0.024,0.07,0.0,100.0,0,none,0
1,10,14,0,3.6,52,21.1,1.9,59,8.1,0.0973,0.199,0,0,0.051,0.003,0.0,100.0,0,none,0
1,10,14,0,3.6,52,21.1,1.1,32,23.8,-0.0915,0.206,0,0,0.047,0.152,0.2,80.0,0,none,0
1,10,15,0,3.6,52,21.1,1.0,29,44.1,-0.2596,0.372,0,0,0.11,0.16,0.2,80.0,0,none,0
1,10,17,0,3.6,52,21.1,3.1,56,39.4,-0.2386,0.217,0,0,0.234,0.121,0.0,100.0,0,none,0
1,10,18,0,3.6,52,21.1,9.9,25,4.3,0.8641,0.559,1,5,0.827,1.0,0.8,20.0,1,accept,1
1,10,20,1,3.6,52,21.1,6.1,19,5.5,0.7041,1.0,1,7,0.888,1.0,0.8,20.0,1,accept,1
1,11,11,0,3.6,52,21.1,7.8,5,4.7,0.9463,0.512,1,2,0.925,1.0,0.8,20.0,1,accept,1
1,11,14,0,3.6,52,21.1,6.9,45,7.9,0.4926,0.192,1,3,0.774,1.0,0.2,80.0,0,none,0
1,11,14,0,3.6,52,21.1,1.2,79,35.8,-0.4347,0.28,0,0,0.258,0.121,0.0,100.0,0,none,0
1,11,14,0,3.6,52,21.1,4.5,103,14.1,-0.1401,0.259,1,4,0.855,1.0,0.0,100.0,0,none,0
1,11,15,0,3.6,52,21.1,3.3,56,20.4,0.083,0.206,0,0,0.036,0.192,0.0,100.0,0,none,0
1,11,18,0,3.6,52,21.1,1.4,36,32.3,-0.1174,0.352,0,0,0.051,0.127,0.2,80.0,0,none,0
1,11,19,1,3.6,52,21.1,1.1,39,7.8,0.0083,0.462,0,0,0.027,0.003,0.0,100.0,0,none,1
1,11,21,1,3.6,52,21.1,9.3,9,2.6,0.994,0.937,1,2,0.783,1.0,0.8,20.0,1,dismiss,1
1,12,11,0,3.6,52,21.1,7.5,18,5.8,0.7597,0.55,1,4,0.654,1.0,0.8,20.0,1,accept,1
1,12,12,0,3.6,52,21.1,5.8,30,18.5,0.2682,0.258,0,0,0.016,0.163,0.2,80.0,0,none,0
1,12,12,0,3.6,52,21.1,1.4,37,8.5,0.0289,0.208,0,0,0.101,0.18,0.0,100.0,0,none,0
1,12,12,0,3.6,52,21.1,4.8,41,34.5,-0.1179,0.205,1,2,0.735,1.0,0.0,100.0,0,none,1
1,12,16,0,3.6,52,21.1,4.8,54,23.5,-0.0599,0.326,0,0,0.063,0.137,0.0,100.0,0,none,0
1,12,17,0,3.6,52,21.1,5.3,52,14.0,0.0773,0.204,0,0,0.008,0.116,0.0,100.0,0,none,0
1,12,17,0,3.6,52,21.1,5.5,56,9.2,0.3102,0.25,0,0,0.204,0.091,0.2,80.0,0,none,1
1,12,21,1,3.6,52,21.1,1.2,33,20.0,-0.0289,0.392,0,0,0.101,0.1,0.2,80.0,0,none,0
1,13,10,0,3.6,52,21.1,1.1,62,28.1,-0.2297,0.166,0,0,0.008,0.029,0.0,100.0,0,none,0
1,13,11,0,3.6,52,21.1,2.3,51,21.3,-0.1409,0.28,0,0,0.087,0.059,0.0,100.0,0,none,0
1,13,12,0,3.6,52,21.1,5.4,35,40.3,0.1637,0.275,0,0,0.155,0.145,0.2,80.0,0,none,0
1,13,14,0,3.6,52,21.1,7.8,7,1.0,0.8201,0.541,1,6,0.942,1.0,0.8,20.0,1,accept,1
1,13,15,0,3.6,52,21.1,2.8,67,26.3,-0.2246,0.224,0,0,0.125,0.15,0.0,100.0,0,none,0
1,13,17,0,3.6,52,21.1,4.0,32,26.6,0.1126,0.193,1,3,0.763,1.0,0.2,80.0,0,none,0
1,13,19,1,3.6,52,21.1,8.1,5,7.5,0.7616,0.69,1,2,0.778,1.0,0.8,20.0,1,accept,1
1,13,21,1,3.6,52,21.1,2.5,95,35.6,-0.3904,0.35,0,0,0.071,0.169,0.0,100.0,0,none,0
1,14,10,0,3.6,52,21.1,5.5,32,10.4,0.4006,0.188,0,0,0.184,0.16,0.4,60.0,0,none,0
1,14,13,0,3.6,52,21.1,7.5,96,36.9,0.0163,0.243,1,1,0.686,0.793,0.0,100.0,0,none,0
1,14,13,0,3.6,52,21.1,5.2,45,8.2,0.267,0.257,0,0,0.02,0.183,0.2,80.0,0,none,0
1,14,15,0,3.6,52,21.1,1.0,47,23.1,-0.2052,0.269,1,2,0.65,1.0,0.0,100.0,0,none,0
1,14,15,0,3.6,52,21.1,4.8,51,41.7,-0.2452,0.305,1,0,0.017,0.172,0.0,100.0,0,none,0
1,14,17,0,3.6,52,21.1,7.9,11,5.6,0.8063,0.578,1,3,0.665,1.0,0.8,20.0,1,dismiss,1
1,14,19,1,3.6,52,21.1,7.9,17,6.6,0.9763,0.896,1,2,0.884,1.0,0.8,20.0,1,accept,1
1,14,21,1,3.6,52,21.1,10.3,11,5.4,0.9077,0.903,1,4,0.693,1.0,0.8,20.0,1,accept,1
2,1,9,0,8.9,140,26.5,12.6,113,25.8,0.0422,0.294,0,0,0.015,0.152,0.2,80.0,0,none,0
2,1,9,0,8.9,140,26.5,6.1,118,16.0,-0.0639,0.228,0,0,0.062,0.023,0.0,100.0,0,none,0
2,1,12,0,8.9,140,26.5,8.0,157,9.7,0.0653,0.282,0,0,0.012,0.085,0.0,100.0,0,none,0
2,1,15,0,8.9,140,26.5,11.6,132,23.2,0.1487,0.275,1,3,0.74,1.0,0.0,100.0,0,none,0
2,1,15,0,8.9,140,26.5,10.2,148,34.9,-0.1779,0.225,0,0,0.2,0.15,0.0,100.0,0,none,0
2,1,15,0,8.9,140,26.5,5.9,116,19.9,0.0156,0.265,1,3,0.979,1.0,0.0,100.0,0,none,0
2,1,17,0,8.9,140,26.5,6.5,97,27.4,-0.0872,0.263,0,0,0.073,0.11,0.0,100.0,0,none,0
2,1,19,1,8.9,140,26.5,28.9,31,7.6,1.2336,0.744,1,4,0.964,1.0,1.0,0.0,1,accept,1
2,2,10,0,8.9,140,26.5,9.2,148,11.2,0.2339,0.273,0,0,0.063,0.07,0.0,100.0,0,none,0
2,2,11,0,8.9,140,26.5,6.2,152,32.5,-0.145,0.273,0,0,0.057,0.144,0.0,100.0,0,none,0
2,2,12,0,8.9,140,26.5,6.0,168,10.4,0.042,0.297,1,4,0.802,1.0,0.0,100.0,0,none,0
2,2,12,0,8.9,140,26.5,5.2,177,24.5,-0.1187,0.299,0,0,0.069,0.077,0.0,100.0,0,none,0
2,2,12,0,8.9,140,26.5,8.6,214,19.1,-0.0898,0.268,1,3,0.904,1.0,0.0,100.0,0,none,0
2,2,15,0,8.9,140,26.5,10.9,115,19.9,0.1874,0.228,0,0,0.04,0.162,0.0,100.0,0,none,0
2,2,16,0,8.9,140,26.5,11.4,139,48.9,-0.0401,0.2,1,6,0.772,1.0,0.2,80.0,0,none,0
2,2,20,1,8.9,140,26.5,6.5,139,14.7,0.0796,0.36,1,0,0.157,0.028,0.0,100.0,0,none,0
2,3,9,0,8.9,140,26.5,10.4,155,14.8,0.128,0.248,1,4,0.789,1.0,0.0,100.0,0,none,0
2,3,12,0,8.9,140,26.5,9.7,152,28.2,0.0202,0.25,0,0,0.138,0.022,0.0,100.0,0,none,0
2,3,13,0,8.9,140,26.5,8.1,163,46.5,-0.1029,0.27,0,0,0.008,0.089,0.0,100.0,0,none,0
2,3,14,0,8.9,140,26.5,6.8,65,29.9,-0.0594,0.274,1,2,0.828,1.0,0.0,100.0,0,none,0
2,3,14,0,8.9,140,26.5,7.7,144,29.8,0.0188,0.246,0,0,0.203,0.022,0.0,100.0,0,none,0
2,3,16,0,8.9,140,26.5,6.8,122,40.4,-0.2813,0.216,0,0,0.216,0.038,0.0,100.0,0,none,0
2,3,21,1,8.9,140,26.5,14.4,25,6.6,0.714,0.93,1,2,0.924,1.0,1.0,0.0,1,dismiss,1
2,3,21,1,8.9,140,26.5,26.2,45,4.2,1.0186,0.848,1,4,0.804,1.0,0.8,20.0,1,dismiss,1
2,4,8,0,8.9,140,26.5,6.7,154,34.3,-0.2271,0.228,0,0,0.011,0.028,0.0,100.0,0,none,0
2,4,8,0,8.9,140,26.5,7.8,139,24.6,-0.0283,0.258,0,0,0.064,0.019,0.0,100.0,0,none,0
2,4,10,0,8.9,140,26.5,7.0,163,31.3,-0.179,0.254,0,0,0.008,0.083,0.0,100.0,0,none,0
2,4,11,0,8.9,140,26.5,8.7,166,37.7,-0.1272,0.272,0,0,0.121,0.076,0.0,100.0,0,none,0
2,4,15,0,8.9,140,26.5,8.1,104,25.3,0.0387,0.28,1,0,0.3,0.067,0.0,100.0,0,none,0
2,4,21,1,8.9,140,26.5,24.5,43,5.8,1.0342,0.617,1,3,0.893,1.0,0.8,20.0,1,ignore,1
2,4,21,1,8.9,140,26.5,6.0,149,26.9,-0.1763,0.478,0,0,0.179,0.085,0.0,100.0,0,none,1
2,4,21,1,8.9,140,26.5,21.8,26,0.5,0.9707,0.879,1,2,0.549,1.0,1.0,0.0,1,accept,1
2,5,13,0,8.9,140,26.5,5.1,218,43.2,-0.2666,0.199,1,3,0.795,1.0,0.0,100.0,0,none,0
2,5,14,0,8.9,140,26.5,8.0,111,10.3,0.1748,0.276,0,0,0.002,0.09,0.0,100.0,0,none,0
2,5,17,0,8.9,140,26.5,6.2,121,28.3,-0.149,0.239,0,0,0.077,0.134,0.0,100.0,0,none,1
2,5,20,1,8.9,140,26.5,16.7,40,4.2,0.9908,0.844,1,2,0.908,1.0,0.8,20.0,1,dismiss,1
2,5,20,1,8.9,140,26.5,26.9,28,6.8,1.1262,0.724,1,4,0.933,1.0,1.0,0.0,1,dismiss,0
2,5,20,1,8.9,140,26.5,10.1,109,23.1,0.119,0.393,0,0,0.02,0.036,0.0,100.0,0,none,0
2,5,20,1,8.9,140,26.5,23.5,45,4.1,0.9751,1.0,1,2,0.77,1.0,0.8,20.0,1,dismiss,1
2,5,21,1,8.9,140,26.5,10.5,138,28.3,0.0315,0.45,0,0,0.087,0.197,0.0,100.0,0,none,0
2,6,8,0,8.9,140,26.5,8.5,95,19.0,0.2056,0.329,0,0,0.125,0.183,0.0,100.0,0,none,0
2,6,13,0,8.9,140,26.5,10.9,145,15.0,0.1204,0.268,0,0,0.079,0.101,0.0,100.0,0,none,0
2,6,13,0,8.9,140,26.5,10.8,139,39.3,-0.0254,0.247,0,0,0.118,0.067,0.0,100.0,0,none,0
2,6,14,0,8.9,140,26.5,8.0,170,25.2,-0.053,0.206,0,0,0.089,0.073,0.0,100.0,0,none,0
2,6,15,0,8.9,140,26.5,14.1,131,26.8,0.0738,0.216,1,3,0.893,1.0,0.0,100.0,0,none,0
2,6,20,1,8.9,140,26.5,22.2,25,3.1,1.0442,0.894,1,3,0.744,1.0,1.0,0.0,1,dismiss,1
2,6,21,1,8.9,140,26.5,17.7,28,6.9,0.8473,0.776,1,2,0.929,1.0,1.0,0.0,1,dismiss,1
2,6,22,1,8.9,140,26.5,22.8,28,4.1,0.9864,1.0,1,3,0.833,1.0,1.0,0.0,1,accept,1
2,7,9,0,8.9,140,26.5,6.7,132,28.6,-0.1654,0.21,1,2,0.959,1.0,0.0,100.0,0,none,0
2,7,11,0,8.9,140,26.5,7.8,153,35.3,-0.2656,0.17,1,4,0.84,1.0,0.0,100.0,0,none,0
2,7,12,0,8.9,140,26.5,8.3,212,22.6,-0.1557,0.213,0,0,0.112,0.002,0.0,100.0,0,none,0
2,7,14,0,8.9,140,26.5,5.6,139,28.3,-0.1341,0.173,0,0,0.059,0.155,0.0,100.0,0,none,0
2,7,14,0,8.9,140,26.5,7.0,191,21.4,-0.1165,0.187,1,3,0.808,1.0,0.0,100.0,0,none,0
2,7,15,0,8.9,140,26.5,8.8,113,19.8,0.0748,0.282,0,0,0.046,0.083,0.0,100.0,0,none,0
2,7,17,0,8.9,140,26.5,8.1,116,29.6,-0.0161,0.262,0,0,0.118,0.007,0.0,100.0,0,none,0
2,7,21,1,8.9,140,26.5,32.3,57,3.8,1.2302,0.951,0,5,0.5,1.0,0.8,20.0,0,none,1
2,8,11,0,8.9,140,26.5,7.2,151,18.3,0.0741,0.193,0,0,0.05,0.166,0.0,100.0,0,none,0
2,8,12,0,8.9,140,26.5,3.8,107,10.2,0.0176,0.285,0,0,0.123,0.094,0.0,100.0,0,none,0
2,8,13,0,8.9,140,26.5,8.9,141,15.7,0.1193,0.252,1,2,0.658,1.0,0.0,100.0,0,none,0
2,8,14,0,8.9,140,26.5,8.2,123,25.0,0.0693,0.28,0,0,0.164,0.195,0.0,100.0,0,none,0
2,8,14,0,8.9,140,26.5,9.5,120,38.5,-0.0701,0.278,0,0,0.167,0.103,0.0,100.0,0,none,0
2,8,14,0,8.9,140,26.5,7.0,149,30.5,-0.1968,0.216,0,0,0.057,0.026,0.0,100.0,0,none,0
2,8,14,0,8.9,140,26.5,8.7,136,39.5,-0.1852,0.273,1,3,0.701,1.0,0.0,100.0,0,none,0
2,8,15,0,8.9,140,26.5,9.7,159,18.8,0.0058,0.28,1,2,0.899,1.0,0.0,100.0,0,none,0
2,9,10,0,8.9,140,26.5,5.2,136,26.6,-0.2179,0.152,1,3,0.582,1.0,0.0,100.0,0,none,0
2,9,11,0,8.9,140,26.5,8.2,167,43.2,-0.2827,0.327,0,0,0.003,0.183,0.0,100.0,0,none,0
2,9,12,0,8.9,140,26.5,7.9,159,28.4,-0.058,0.235,1,4,0.884,1.0,0.0,100.0,0,none,0
2,9,12,0,8.9,140,26.5,12.3,164,7.7,0.1325,0.222,1,2,0.766,1.0,0.0,100.0,0,none,0
2,9,17,0,8.9,140,26.5,1.1,136,17.9,-0.3336,0.254,0,0,0.006,0.101,0.0,100.0,0,none,1
2,9,20,1,8.9,140,26.5,15.5,15,4.2,0.9357,0.895,1,2,0.755,1.0,1.0,0.0,1,dismiss,1
2,9,20,1,8.9,140,26.5,13.2,22,6.4,0.6761,0.931,0,1,0.5,0.715,1.0,0.0,0,none,0
2,9,22,1,8.9,140,26.5,6.5,196,15.2,-0.0328,0.352,0,0,0.039,0.054,0.0,100.0,0,none,0
2,10,10,0,8.9,140,26.5,10.2,157,24.3,-0.0246,0.223,0,0,0.01,0.071,0.0,100.0,0,none,0
2,10,14,0,8.9,140,26.5,11.4,126,10.5,0.2871,0.269,0,0,0.004,0.005,0.2,80.0,0,none,0
2,10,15,0,8.9,140,26.5,9.9,164,29.4,-0.0265,0.296,1,2,0.792,1.0,0.0,100.0,0,none,0
2,10,15,0,8.9,140,26.5,6.8,177,16.1,0.0,0.296,0,0,0.201,0.113,0.0,100.0,0,none,0
2,10,17,0,8.9,140,26.5,11.9,157,20.5,0.182,0.296,0,0,0.114,0.13,0.2,80.0,0,none,0
2,10,18,0,8.9,140,26.5,7.2,151,28.9,0.0817,0.239,1,5,0.907,1.0,0.0,100.0,0,none,0
2,10,18,0,8.9,140,26.5,6.2,159,29.4,-0.109,0.315,1,4,0.667,1.0,0.0,100.0,0,none,0
2,10,19,1,8.9,140,26.5,23.9,33,4.8,0.9144,0.79,1,3,0.814,1.0,1.0,0.0,1,accept,1
2,11,11,0,8.9,140,26.5,5.3,117,30.4,-0.1555,0.25,0,0,0.102,0.092,0.0,100.0,0,none,0
2,11,12,0,8.9,140,26.5,4.9,123,27.0,-0.1481,0.236,0,1,0.5,0.601,0.0,100.0,0,none,0
2,11,13,0,8.9,140,26.5,6.9,132,26.4,-0.0426,0.202,0,0,0.115,0.169,0.0,100.0,0,none,0
2,11,14,0,8.9,140,26.5,7.4,138,37.1,-0.0971,0.275,0,0,0.134,0.15,0.0,100.0,0,none,0
2,11,15,0,8.9,140,26.5,10.4,106,38.7,-0.0376,0.253,0,0,0.284,0.091,0.0,100.0,0,none,0
2,11,17,0,8.9,140,26.5,7.4,189,29.1,-0.0792,0.224,0,0,0.023,0.105,0.0,100.0,0,none,0
2,11,18,0,8.9,140,26.5,8.6,111,33.7,-0.0933,0.193,0,0,0.187,0.187,0.0,100.0,0,none,0
2,11,20,1,8.9,140,26.5,19.1,37,4.1,1.0436,0.817,1,2,0.924,1.0,1.0,0.0,1,dismiss,0
2,12,8,0,8.9,140,26.5,4.9,144,22.8,-0.0117,0.239,1,1,0.663,0.728,0.0,100.0,0,none,0
2,12,12,0,8.9,140,26.5,8.1,145,12.7,0.1201,0.252,1,2,0.549,1.0,0.0,100.0,0,none,0
2,12,13,0,8.9,140,26.5,12.2,80,19.4,0.1237,0.237,1,2,0.604,1.0,0.0,100.0,0,none,0
2,12,15,0,8.9,140,26.5,10.5,169,27.2,-0.0255,0.262,0,0,0.192,0.124,0.0,100.0,0,none,0
2,12,15,0,8.9,140,26.5,9.2,147,19.3,0.1335,0.228,0,0,0.084,0.146,0.0,100.0,0,none,0
2,12,16,0,8.9,140,26.5,8.3,78,22.3,0.1852,0.208,0,0,0.057,0.122,0.0,100.0,0,none,0
2,12,17,0,8.9,140,26.5,7.5,152,24.8,-0.0736,0.332,0,0,0.007,0.194,0.0,100.0,0,none,0
2,12,21,1,8.9,140,26.5,21.4,36,2.3,1.0224,1.0,1,3,0.826,1.0,1.0,0.0,1,dismiss,1
2,13,10,0,8.9,140,26.5,8.3,132,14.4,0.0302,0.229,0,0,0.02,0.001,0.0,100.0,0,none,0
2,13,10,0,8.9,140,26.5,13.0,159,38.1,-0.1439,0.263,0,0,0.139,0.174,0.0,100.0,0,none,0
2,13,11,0,8.9,140,26.5,9.5,153,26.1,0.0345,0.193,1,4,0.848,1.0,0.0,100.0,0,none,0
2,13,13,0,8.9,140,26.5,9.3,131,27.8,-0.1842,0.188,0,0,0.101,0.115,0.0,100.0,0,none,0
2,13,13,0,8.9,140,26.5,14.3,135,17.3,0.1281,0.225,0,0,0.137,0.051,0.2,80.0,0,none,0
2,13,17,0,8.9,140,26.5,8.6,79,37.3,0.042,0.253,1,0,0.079,0.009,0.0,100.0,0,none,0
